,scene_breaks,has_caps,has_summ,soap_central,soapcentral_condensed,tvmega_recap,tvdb,n_scenes,n_lines,n_chars,n_chars_per_scene,duration_raw,duration,split,usable
bb-09-11-15,explicit,True,True,True,True,True,False,13,230,12,49.61538461538461,1138.381497,18m 58.38s,train,True
bb-09-12-05,explicit,True,True,True,True,True,True,11,163,7,45.81818181818182,1348.986485,22m 28.99s,train,True
bb-09-12-06,explicit,True,True,True,True,True,True,11,154,9,44.27272727272727,1338.978685,22m 18.98s,train,True
bb-09-12-14,explicit,True,True,True,True,True,True,18,204,8,42.388888888888886,1140.378413,19m 0.38s,train,True
bb-09-12-16,explicit,True,True,False,False,True,False,17,206,13,45.588235294117645,1141.748390,19m 1.75s,train,True
bb-09-12-17,explicit,True,True,False,False,True,False,18,171,7,39.833333333333336,1142.816508,19m 2.82s,train,True
bb-09-13-05,explicit,True,True,True,True,True,True,12,154,9,42.833333333333336,1349.497324,22m 29.50s,train,True
bb-09-13-06,explicit,True,True,True,True,True,True,10,150,9,44.4,1302.941315,21m 42.94s,train,True
bb-09-13-17,explicit,True,True,False,False,True,False,26,140,13,35.73076923076923,1140.308753,19m 0.31s,train,True
bb-09-14-05,explicit,True,True,True,True,True,True,18,152,11,40.333333333333336,1346.989569,22m 26.99s,train,True
bb-09-14-06,explicit,True,True,True,True,True,True,11,106,10,41.72727272727273,1325.464671,22m 5.46s,train,True
bb-09-14-15,explicit,True,True,True,True,True,False,14,172,11,44.642857142857146,1136.848980,18m 56.85s,train,True
bb-09-14-17,explicit,True,True,True,True,True,False,18,166,9,38.27777777777778,1169.890975,19m 29.89s,train,True
bb-09-15-05,explicit,True,True,True,True,True,True,13,146,9,42.53846153846154,1353.003537,22m 33.00s,train,True
bb-09-15-06,explicit,True,True,True,True,True,True,13,135,7,42.76923076923077,1330.967800,22m 10.97s,train,True
bb-09-15-14,explicit,True,True,True,True,True,True,20,201,8,41.05,1138.149297,18m 58.15s,train,True
bb-09-15-15,explicit,True,True,True,True,True,False,21,170,11,41.80952380952381,1136.988299,18m 56.99s,train,True
bb-09-15-17,explicit,True,True,True,True,True,False,14,125,6,43.714285714285715,1139.914014,18m 59.91s,train,True
bb-09-16-03,explicit,True,True,True,True,True,True,33,324,13,37.24242424242424,1136.709660,18m 56.71s,train,True
bb-09-16-14,explicit,True,True,True,True,True,True,14,163,9,47.857142857142854,1163.877007,19m 23.88s,train,True
bb-09-16-15,explicit,True,True,True,True,True,False,11,186,10,47.63636363636363,1141.910930,19m 1.91s,train,True
bb-09-16-16,explicit,False,True,False,False,True,False,18,172,9,44.27777777777778,1146.949660,19m 6.95s,nelly-excluded,False
bb-09-17-14,explicit,False,True,True,True,True,True,12,148,5,45.583333333333336,1139.821134,18m 59.82s,nelly-excluded,False
bb-09-17-15,explicit,True,True,True,True,True,False,15,191,9,47.6,1163.296508,19m 23.30s,train,True
bb-09-17-18,explicit,True,True,False,False,True,True,20,171,8,41.35,1138.706576,18m 58.71s,train,True
bb-09-18-06,explicit,True,True,True,True,True,True,15,197,11,42.733333333333334,1310.464580,21m 50.46s,train,True
bb-09-18-14,explicit,False,True,True,True,True,True,8,151,5,50.625,1140.122993,19m 0.12s,nelly-excluded,False
bb-09-18-15,explicit,True,True,True,True,True,False,19,196,12,43.578947368421055,1142.723628,19m 2.72s,train,True
bb-09-19-05,explicit,True,True,True,True,True,True,8,165,9,45.875,1419.064308,23m 39.06s,train,True
bb-09-19-14,explicit,False,True,True,True,True,True,17,146,9,40.8235294117647,1139.774694,18m 59.77s,nelly-excluded,False
bb-09-20-05,explicit,True,True,True,True,True,True,9,141,11,47.333333333333336,1361.502041,22m 41.50s,train,True
bb-09-20-16,explicit,True,True,False,False,True,False,17,183,8,44.411764705882355,1141.353651,19m 1.35s,train,True
bb-09-20-17,explicit,True,True,True,True,True,False,20,146,16,39.55,1139.542494,18m 59.54s,train,True
bb-09-21-15,explicit,True,True,True,True,True,False,22,228,13,43.86363636363637,1138.451156,18m 58.45s,train,True
bb-09-21-16,explicit,True,True,False,False,True,False,23,151,11,36.130434782608695,1141.887710,19m 1.89s,train,True
bb-09-21-17,explicit,True,True,True,True,True,False,26,189,10,40.30769230769231,1141.237551,19m 1.24s,train,True
bb-09-22-05,explicit,True,True,True,True,True,True,15,170,10,42.8,1376.014512,22m 56.01s,train,True
bb-09-22-06,explicit,True,True,True,True,True,True,14,154,9,43.357142857142854,1313.459955,21m 53.46s,train,True
bb-09-22-14,explicit,False,True,True,True,True,True,38,163,13,30.05263157894737,1140.355193,19m 0.36s,nelly-excluded,False
bb-09-22-15,explicit,True,True,True,True,True,False,15,214,7,44.46666666666667,1137.754558,18m 57.75s,train,True
bb-09-22-16,explicit,True,True,False,False,True,False,52,167,12,31.134615384615383,1136.245261,18m 56.25s,train,True
bb-09-22-17,explicit,True,True,True,True,True,False,22,121,9,39.04545454545455,1141.701950,19m 1.70s,train,True
bb-09-23-05,explicit,True,True,True,True,True,True,11,136,11,42.36363636363637,1362.012880,22m 42.01s,train,True
bb-09-23-14,explicit,True,True,True,True,True,True,16,137,12,42.0625,1139.379955,18m 59.38s,train,True
bb-09-23-15,explicit,True,True,True,True,True,False,15,217,8,44.666666666666664,1143.118367,19m 3.12s,train,True
bb-09-24-14,explicit,True,True,True,True,True,True,20,178,6,37.6,1140.587392,19m 0.59s,train,True
bb-09-24-15,explicit,True,True,True,True,True,False,14,199,8,46.642857142857146,1166.942041,19m 26.94s,train,True
bb-09-25-06,explicit,True,True,True,True,True,True,14,142,8,39.92857142857143,1305.959909,21m 45.96s,train,True
bb-09-25-14,explicit,True,True,True,True,True,True,17,149,10,42.470588235294116,1140.680272,19m 0.68s,train,True
bb-09-25-15,explicit,True,True,True,True,True,False,19,152,9,42.73684210526316,1142.352109,19m 2.35s,train,True
bb-09-26-05,explicit,True,True,True,True,True,True,12,165,6,45.0,1332.964967,22m 12.96s,train,True
bb-09-26-06,implicit,True,True,True,True,False,True,7,36,9,40.0,1315.456871,21m 55.46s,train,True
bb-09-26-14,explicit,True,True,True,True,True,True,15,151,9,42.333333333333336,1166.407982,19m 26.41s,train,True
bb-09-26-17,explicit,True,True,True,True,True,False,17,144,10,41.23529411764706,1140.215873,19m 0.22s,train,True
bb-09-27-05,explicit,True,True,True,True,True,True,12,175,8,43.583333333333336,1375.016054,22m 55.02s,train,True
bb-09-27-06,explicit,True,True,True,True,True,True,17,137,8,40.294117647058826,1302.453696,21m 42.45s,train,True
bb-09-27-16,explicit,True,True,False,False,True,False,34,152,11,32.205882352941174,1167.383220,19m 27.38s,train,True
bb-09-27-17,explicit,True,True,True,True,True,False,15,165,6,41.86666666666667,1165.873923,19m 25.87s,train,True
bb-09-28-06,explicit,True,True,True,True,True,True,11,169,9,45.81818181818182,1320.472381,22m 0.47s,train,True
bb-09-28-15,explicit,True,True,True,True,True,False,16,134,11,43.25,1144.279365,19m 4.28s,train,True
bb-09-28-16,explicit,True,True,False,False,True,False,24,115,11,32.708333333333336,1141.539410,19m 1.54s,train,True
bb-09-29-05,explicit,True,True,True,True,True,True,12,135,10,42.916666666666664,1335.983311,22m 15.98s,train,True
bb-09-29-06,explicit,True,True,True,True,True,True,9,148,8,48.111111111111114,1339.489524,22m 19.49s,train,True
bb-09-29-14,explicit,True,True,True,True,True,True,17,218,9,44.705882352941174,1140.378413,19m 0.38s,train,True
bb-09-29-15,explicit,True,True,True,True,True,False,19,157,11,40.26315789473684,1144.047166,19m 4.05s,train,True
bb-09-29-16,explicit,True,True,False,False,True,False,26,165,12,35.53846153846154,1141.144671,19m 1.14s,train,True
bb-09-29-17,explicit,True,True,True,True,True,False,16,157,6,42.75,1140.680272,19m 0.68s,train,True
bb-09-30-05,explicit,True,True,True,True,True,True,14,135,6,40.92857142857143,1343.994195,22m 23.99s,train,True
bb-09-30-14,explicit,True,True,True,True,True,True,15,159,7,45.266666666666666,1139.983673,18m 59.98s,train,True
bb-09-30-15,explicit,True,True,True,True,True,False,17,164,11,44.23529411764706,1142.119909,19m 2.12s,train,True
bb-09-30-16,explicit,True,True,False,False,True,False,27,137,13,32.22222222222222,1140.889252,19m 0.89s,train,True
bb-10-01-14,explicit,True,True,True,True,True,True,20,201,9,40.45,1140.610612,19m 0.61s,train,True
bb-10-01-15,explicit,True,True,True,True,True,False,18,189,9,42.111111111111114,1166.918821,19m 26.92s,train,True
bb-10-02-06,explicit,True,True,True,True,True,True,16,143,9,42.1875,1312.949116,21m 52.95s,train,True
bb-10-02-14,explicit,True,True,True,True,True,True,20,260,14,41.9,1139.658594,18m 59.66s,train,True
bb-10-02-15,explicit,True,True,True,True,True,False,13,146,8,43.76923076923077,1141.748390,19m 1.75s,train,True
bb-10-03-05,explicit,True,True,True,True,True,True,10,173,8,45.5,1280.928798,21m 20.93s,train,True
bb-10-03-06,explicit,True,True,True,True,True,True,16,177,9,42.75,1307.445986,21m 47.45s,train,True
bb-10-03-14,explicit,True,True,True,True,True,True,25,198,12,38.44,1166.779501,19m 26.78s,train,True
bb-10-03-16,explicit,True,True,False,False,True,False,23,158,11,40.78260869565217,1141.051791,19m 1.05s,train,True
bb-10-04-05,explicit,True,True,True,True,True,True,9,133,6,44.44444444444444,1321.958458,22m 1.96s,train,True
bb-10-04-16,explicit,True,True,False,False,True,False,20,164,13,39.35,1141.144671,19m 1.14s,train,True
bb-10-04-17,explicit,True,True,True,True,True,False,16,170,8,41.125,1161.392472,19m 21.39s,train,True
bb-10-05-05,explicit,True,True,True,True,True,True,8,143,6,44.625,1367.516009,22m 47.52s,train,True
bb-10-05-15,explicit,True,True,True,True,True,False,14,134,7,42.92857142857143,1137.684898,18m 57.68s,train,True
bb-10-05-16,explicit,True,True,False,False,True,False,16,149,10,42.9375,1166.918821,19m 26.92s,train,True
bb-10-06-05,explicit,True,True,True,True,True,True,11,123,7,44.36363636363637,1352.492698,22m 32.49s,train,True
bb-10-06-14,explicit,False,True,True,True,True,True,23,200,12,40.0,1139.890794,18m 59.89s,nelly-excluded,False
bb-10-06-15,explicit,True,True,True,True,True,False,14,112,9,42.714285714285715,1138.242177,18m 58.24s,train,True
bb-10-06-16,explicit,True,True,False,False,True,False,18,189,10,41.388888888888886,1142.955828,19m 2.96s,train,True
bb-10-07-05,explicit,True,True,True,True,True,True,15,177,7,43.06666666666667,1377.523810,22m 57.52s,train,True
bb-10-07-14,explicit,True,True,True,True,True,True,14,218,7,45.0,1140.680272,19m 0.68s,train,True
bb-10-07-15,explicit,True,True,True,True,True,False,15,192,9,44.93333333333333,1139.147755,18m 59.15s,train,True
bb-10-08-14,explicit,False,True,True,True,True,True,17,186,5,39.88235294117647,1139.612154,18m 59.61s,nelly-excluded,False
bb-10-08-15,explicit,True,True,True,True,True,False,14,152,8,44.714285714285715,1166.222222,19m 26.22s,train,True
bb-10-09-06,explicit,True,True,True,True,True,True,14,144,7,42.57142857142857,1324.977052,22m 4.98s,train,True
bb-10-09-14,explicit,False,True,True,True,True,True,13,230,8,45.53846153846154,1139.705233,18m 59.71s,nelly-excluded,False
bb-10-09-15,explicit,True,True,True,True,True,False,16,224,8,44.9375,1142.955828,19m 2.96s,train,True
bb-10-09-17,explicit,True,True,True,True,True,False,21,159,10,41.666666666666664,1142.607528,19m 2.61s,train,True
bb-10-10-05,explicit,True,True,True,True,True,True,10,209,9,46.3,1376.014512,22m 56.01s,train,True
bb-10-10-06,explicit,True,True,True,True,True,True,12,102,9,43.333333333333336,1397.028967,23m 17.03s,train,True
bb-10-10-14,explicit,False,True,True,True,True,True,18,152,9,43.44444444444444,1166.547302,19m 26.55s,nelly-excluded,False
bb-10-10-16,explicit,True,True,False,False,True,False,17,143,8,42.294117647058826,1141.191111,19m 1.19s,train,True
bb-10-11-06,explicit,True,True,True,True,True,True,10,122,13,44.9,1313.947574,21m 53.95s,train,True
bb-10-11-17,explicit,True,True,True,True,True,False,26,128,13,38.11538461538461,1141.144671,19m 1.14s,train,True
bb-10-12-05,explicit,True,True,True,True,True,True,12,113,8,43.25,1383.073379,23m 3.07s,train,True
bb-10-12-06,explicit,True,True,True,True,True,True,11,124,8,43.09090909090909,1322.469297,22m 2.47s,train,True
bb-10-12-15,explicit,True,True,True,True,True,False,20,275,14,45.8,1142.189569,19m 2.19s,train,True
bb-10-13-06,implicit,True,True,True,True,False,True,8,88,7,44.0,1395.031655,23m 15.03s,train,True
bb-10-13-14,explicit,True,True,True,True,True,True,16,154,5,41.1875,1141.655510,19m 1.66s,train,True
bb-10-13-15,explicit,True,True,True,True,True,False,17,228,10,44.294117647058826,1166.709841,19m 26.71s,train,True
bb-10-13-16,explicit,True,True,False,False,True,False,18,135,9,42.611111111111114,1143.373787,19m 3.37s,train,True
bb-10-13-17,explicit,True,True,True,True,True,False,18,209,8,41.611111111111114,1165.664943,19m 25.66s,train,True
bb-10-14-05,explicit,True,True,True,True,True,True,12,123,8,44.75,1360.503583,22m 40.50s,train,True
bb-10-14-13,explicit,True,True,True,True,True,False,18,184,8,38.833333333333336,20.363900,20.36s,train,True
bb-10-14-14,explicit,False,True,True,True,True,True,16,173,6,43.0,1139.658594,18m 59.66s,nelly-excluded,False
bb-10-14-15,explicit,True,True,True,True,True,False,18,190,9,45.333333333333336,1141.910930,19m 1.91s,train,True
bb-10-15-14,explicit,True,True,True,True,True,True,12,188,6,45.583333333333336,1164.666485,19m 24.67s,train,True
bb-10-16-06,explicit,True,True,True,True,True,True,12,133,11,43.666666666666664,1329.969342,22m 9.97s,train,True
bb-10-16-14,explicit,True,True,True,True,True,True,11,167,7,46.45454545454545,1143.420227,19m 3.42s,train,True
bb-10-16-15,explicit,True,True,True,True,True,False,12,163,8,45.916666666666664,1138.915556,18m 58.92s,train,True
bb-10-16-17,explicit,True,True,True,True,True,False,15,184,9,43.666666666666664,1165.363084,19m 25.36s,train,True
bb-10-17-06,explicit,True,True,True,True,True,True,10,106,6,45.7,1341.974059,22m 21.97s,train,True
bb-10-17-14,explicit,False,True,True,True,True,True,23,176,9,39.608695652173914,1142.816508,19m 2.82s,nelly-excluded,False
bb-10-17-17,explicit,True,True,True,True,True,False,15,128,7,41.93333333333333,1140.006893,19m 0.01s,train,True
bb-10-18-16,explicit,True,True,False,False,True,False,32,151,13,35.96875,1141.794830,19m 1.79s,train,True
bb-10-18-17,explicit,True,True,True,True,True,False,17,153,7,40.705882352941174,1140.796372,19m 0.80s,train,True
bb-10-19-05,explicit,True,True,True,True,True,True,11,106,6,43.27272727272727,1359.992744,22m 39.99s,train,True
bb-10-19-15,explicit,True,True,True,True,True,False,13,215,12,45.84615384615385,1143.257687,19m 3.26s,train,True
bb-10-19-16,explicit,True,True,False,False,True,False,15,144,9,43.2,1166.849161,19m 26.85s,train,True
bb-10-19-17,explicit,True,True,True,True,True,False,17,151,8,43.588235294117645,1140.703492,19m 0.70s,train,True
bb-10-20-05,explicit,True,True,True,True,True,True,12,126,6,43.916666666666664,1350.495782,22m 30.50s,train,True
bb-10-20-06,explicit,True,True,True,True,True,True,15,149,19,42.13333333333333,1310.464580,21m 50.46s,train,True
bb-10-20-14,explicit,True,True,True,True,True,True,16,140,8,40.125,1140.540952,19m 0.54s,train,True
bb-10-20-15,explicit,True,True,True,True,True,False,11,242,9,48.72727272727273,1167.243900,19m 27.24s,train,True
bb-10-20-16,explicit,True,True,False,False,True,False,24,162,8,39.625,1141.376871,19m 1.38s,train,True
bb-10-20-17,explicit,True,True,False,False,True,False,15,143,7,44.266666666666666,1141.237551,19m 1.24s,train,True
bb-10-21-05,explicit,True,True,True,True,True,True,10,182,11,44.7,1340.975601,22m 20.98s,train,True
bb-10-21-14,explicit,True,True,True,True,True,True,18,151,8,39.111111111111114,1165.548844,19m 25.55s,train,True
bb-10-21-15,explicit,True,True,True,True,True,False,15,266,9,46.4,1139.519274,18m 59.52s,train,True
bb-10-21-16,explicit,True,True,False,False,True,False,24,193,15,39.333333333333336,1141.075011,19m 1.08s,train,True
bb-10-22-14,explicit,True,True,True,True,True,True,12,178,6,44.0,1140.494512,19m 0.49s,train,True
bb-10-22-15,explicit,True,True,True,True,True,False,13,193,10,47.07692307692308,1141.585850,19m 1.59s,train,True
bb-10-23-14,explicit,False,True,True,True,True,True,16,168,10,45.125,1140.146213,19m 0.15s,nelly-excluded,False
bb-10-23-15,explicit,True,True,True,True,True,False,13,193,14,47.92307692307692,1139.890794,18m 59.89s,train,True
bb-10-23-17,explicit,True,True,True,True,True,False,16,128,9,40.8125,1141.307211,19m 1.31s,train,True
bb-10-23-19,explicit,True,True,False,False,True,True,14,146,8,44.42857142857143,1160.858413,19m 20.86s,train,True
bb-10-24-05,explicit,True,True,True,True,True,True,9,128,12,46.22222222222222,1358.506667,22m 38.51s,train,True
bb-10-24-06,explicit,True,True,True,True,True,True,11,159,9,45.27272727272727,1319.961542,21m 59.96s,train,True
bb-10-24-14,explicit,True,True,True,True,True,True,15,129,10,39.733333333333334,1140.053333,19m 0.05s,train,True
bb-10-24-16,explicit,True,True,False,False,True,False,28,198,13,37.75,1166.733061,19m 26.73s,train,True
bb-10-25-05,explicit,True,True,True,True,True,True,10,103,18,46.1,1340.975601,22m 20.98s,train,True
bb-10-25-06,explicit,True,True,True,True,True,True,11,130,9,43.90909090909091,1333.986395,22m 13.99s,train,True
bb-10-25-16,explicit,True,True,False,False,True,False,24,225,13,41.666666666666664,1141.748390,19m 1.75s,train,True
bb-10-25-17,explicit,True,True,True,True,True,False,10,156,6,47.3,1140.239093,19m 0.24s,train,True
bb-10-25-19,explicit,True,True,False,False,True,True,30,148,8,35.06666666666667,1135.920181,18m 55.92s,train,True
bb-10-26-06,explicit,True,True,True,True,True,True,13,178,7,46.84615384615385,1327.461587,22m 7.46s,train,True
bb-10-26-15,explicit,True,True,True,True,True,False,17,162,13,45.11764705882353,1140.448073,19m 0.45s,train,True
bb-10-26-16,explicit,True,True,False,False,True,False,16,196,10,45.0625,1141.423311,19m 1.42s,train,True
bb-10-26-17,explicit,True,True,True,True,True,False,19,124,6,37.578947368421055,1142.398549,19m 2.40s,train,True
bb-10-27-05,explicit,True,True,True,True,True,True,9,110,17,45.44444444444444,1332.964967,22m 12.96s,train,True
bb-10-27-06,explicit,True,True,True,True,True,True,18,124,21,41.94444444444444,1336.470930,22m 16.47s,train,True
bb-10-27-09,explicit,True,True,True,True,True,False,13,222,20,49.0,1183.962268,19m 43.96s,train,True
bb-10-27-14,explicit,False,True,True,True,True,True,17,136,8,38.294117647058826,1165.966803,19m 25.97s,nelly-excluded,False
